title,latLong,placename,postcode,description
"Sugarcane London: ‘This is all comfort food’ – restaurant review","51.470529,-0.138438","Sugarcane London","SW8 4PA","Sugarcane London: ‘This is all comfort food’ – restaurant review<br>https://www.theguardian.com/food/2022/feb/13/sugarcane-london-this-is-all-comfort-food-restaurant-review"
"Food House, London: ‘Full on, in a very good way’ – restaurant review","51.511994,-0.130058","Food House","W1D 5QH","Food House, London: ‘Full on, in a very good way’ – restaurant review<br>https://www.theguardian.com/food/2022/feb/06/food-house-london-restaurant-review-jay-rayner"
"Juke & Loe, Sheffield: ‘Bold cooking designed to satisfy’ – restaurant review","53.368021,-1.500471","Juke and Loe","S11 8PT","Juke & Loe, Sheffield: ‘Bold cooking designed to satisfy’ – restaurant review<br>https://www.theguardian.com/food/2022/jan/30/juke-and-low-sheffield-bold-cooking-designed-to-satisfy-restaurant-review"
"Bayside Social, Worthing: ‘Riotous colour and wake-me-up flavours’ – restaurant review","50.810999,-0.362737","Bayside Social","BN11 2FG","Bayside Social, Worthing: ‘Riotous colour and wake-me-up flavours’ – restaurant review<br>https://www.theguardian.com/food/2022/jan/23/jay-rayner-restaurant-review-bayside-social-worthing-riotous-wake-me-up-flavours"
"Zahter, London: ‘The best baklava I have ever eaten’ – restaurant review","51.513788,-0.13879","Zahter","W1F 7PS","Zahter, London: ‘The best baklava I have ever eaten’ – restaurant review<br>https://www.theguardian.com/food/2022/jan/16/jay-rayner-restaurant-review-zahter-london-the-best-baklava-i-have-ever-eaten"
"Manteca, London: ‘Genuine verve and originality’ – restaurant review","51.523993,-0.080655","Manteca","EC2A 3PT","Manteca, London: ‘Genuine verve and originality’ – restaurant review<br>https://www.theguardian.com/food/2022/jan/09/manteca-london-jay-rayner-restaurant-review"
"Sarap Filipino Bistro: ‘Many of the dishes are real showstoppers’ - restaurant review","51.511229,-0.139518","Sarap Filipino Bistro","W1B 4BX","Sarap Filipino Bistro: ‘Many of the dishes are real showstoppers’ - restaurant review<br>https://www.theguardian.com/food/2022/jan/02/sarap-filipino-bistro-many-of-the-dishes-are-real-showstoppers---restaurant-review"
"Masalchi by Atul Kochhar: ‘Come here for a bit of everything’ – restaurant review","51.557531,-0.281544","Masalchi by Atul Kochhar","HA9 0HP","Masalchi by Atul Kochhar: ‘Come here for a bit of everything’ – restaurant review<br>https://www.theguardian.com/food/2021/dec/19/jay-rayner-restaurant-review-masalchi-by-atul-kochhar-come-here-for-a-bit-of-everything"
"The Black Friar, Salford: ‘An ambitious pub that’s evolving quickly’ – restaurant review","53.487116,-2.25447","The Black Friar","M3 7DB","The Black Friar, Salford: ‘An ambitious pub that’s evolving quickly’ – restaurant review<br>https://www.theguardian.com/food/2021/dec/12/the-black-friar-salford-an-ambitious-pub-thats-evolving-quickly-restaurant-review"
"Unalome by Graeme Cheevers, Glasgow: ‘Self-consciously ambitious’ – restaurant review","55.865804,-4.2836","Unalome by Graeme Cheevers","G3 7RZ","Unalome by Graeme Cheevers, Glasgow: ‘Self-consciously ambitious’ – restaurant review<br>https://www.theguardian.com/food/2021/dec/05/jay-rayner-restaurant-review-unalome-by-graeme-cheevers-self-consciously-ambitious"
"Schnitzel Forever, London: ‘A total crowd-pleaser, without crowds’ – restaurant review","51.561941,-0.079548","Schnitzel Forever","N16 0UD","Schnitzel Forever, London: ‘A total crowd-pleaser, without crowds’ – restaurant review<br>https://www.theguardian.com/food/2021/nov/28/jay-rayner-restaurant-review-schnitzel-forever-a-crowd-pleaser-without-crowds"
"Brook’s, West Yorkshire: ‘A startlingly good modern brasserie’ – restaurant review","53.702222,-1.779357","Brook’s","HD6 1RW","Brook’s, West Yorkshire: ‘A startlingly good modern brasserie’ – restaurant review<br>https://www.theguardian.com/food/2021/nov/21/jay-rayner-restaurant-review-brooks-west-yorkshire-startlingly-good-modern-brasserie"
"Brutto, London: ‘The exceedingly good Italian we didn’t know we needed’ - restaurant review","51.519657,-0.102519","Brutto","EC1M 6BN","Brutto, London: ‘The exceedingly good Italian we didn’t know we needed’ - restaurant review<br>https://www.theguardian.com/food/2021/nov/14/jay-rayner-restaurant-review-brutto-london-exceedingly-good-italian-we-did-not-know-we-needed"
"L’Artisan, Cheltenham: ‘They know what they are doing and they do it extremely well’ – restaurant review","51.900648,-2.077165","L’Artisan","GL50 3NX","L’Artisan, Cheltenham: ‘They know what they are doing and they do it extremely well’ – restaurant review<br>https://www.theguardian.com/food/2021/nov/07/jay-rayner-restaurant-review-lartisan-cheltenham-a-love-letter-from-the-mid-80s"
"The Seafood Bar, London: ‘The platters for one are enough to feed two’ – restaurant review","51.514003,-0.133118","The Seafood Bar","W1D 3SH","The Seafood Bar, London: ‘The platters for one are enough to feed two’ – restaurant review<br>https://www.theguardian.com/food/2021/oct/31/jay-rayner-restaurant-review-the-seafood-bar-london-do-come-for-the-huge-platters"
"Kebab Kid, London: ‘Take-away as a cult’ – restaurant review","51.472344,-0.203478","Kebab Kid","SW6 4LU","Kebab Kid, London: ‘Take-away as a cult’ – restaurant review<br>https://www.theguardian.com/food/2021/oct/17/jay-rayner-restaurant-review-kebab-kid-london-take-away-as-a-cult-nusr-et-steakhouse"
"Fadiga, London: ‘The pasta is bloody lovely’ – restaurant review","51.514806,-0.136111","Fadiga","W1F 8TB","Fadiga, London: ‘The pasta is bloody lovely’ – restaurant review<br>https://www.theguardian.com/food/2021/oct/10/jay-rayner-restaurant-revie-fadiga-london-the-pasta-is-bloody-lovely"
"The Wigmore, London: ‘The best cheese toastie in town’ – restaurant review","51.517573,-0.142701","The Wigmore","W1B 3DE","The Wigmore, London: ‘The best cheese toastie in town’ – restaurant review<br>https://www.theguardian.com/food/2021/oct/03/jay-rayner-restaurant-review-the-wigmore-london-the-best-cheese-toastie-in-town"
"Erst, Manchester: ‘One of the best meals of the year’ – restaurant review","53.484492,-2.22748","Erst","M4 6HS","Erst, Manchester: ‘One of the best meals of the year’ – restaurant review<br>https://www.theguardian.com/food/2021/sep/26/jay-rayner-restaurant-review-erst-manchester-one-of-the-best-meals-of-the-year"
"Tofu Vegan, London: ‘Bring on the big hitters’ – restaurant review","51.537987,-0.102893","Tofu Vegan","N1 1QN","Tofu Vegan, London: ‘Bring on the big hitters’ – restaurant review<br>https://www.theguardian.com/food/2021/sep/19/tofu-vegan-london-bring-on-the-big-hitters-restaurant-review"
"The Pigs, Norfolk: ‘Lives up to its name’ – restaurant review","52.865888,1.115692","The Pigs","NR24 2RL","The Pigs, Norfolk: ‘Lives up to its name’ – restaurant review<br>https://www.theguardian.com/food/2021/sep/12/jay-rayner-restaurant-review-the-pigs-norfolk-lives-up-to-its-name"
"Mangal 2, London: ‘It’s brave and compelling and properly delicious’ – restaurant review","51.550983,-0.074831","Mangal 2","N16 7XN","Mangal 2, London: ‘It’s brave and compelling and properly delicious’ – restaurant review<br>https://www.theguardian.com/food/2021/sep/05/jay-rayner-restaurant-review-mangal-2-london-brave-and-compelling-and-delicious"
"The GPO, Liverpool: ‘They’re trying to work all the angles’ – restaurant review","53.406773,-2.985747","The GPO","L1 6DA","The GPO, Liverpool: ‘They’re trying to work all the angles’ – restaurant review<br>https://www.theguardian.com/food/2021/aug/29/jay-rayner-restaurant-review-the-gpo-liverpool-could-be-first-class-when-its-sorted"
"Kurisu Omakase at Ichiban Sushi, London: ‘It is both dinner and theatre’ – restaurant review","51.461249,-0.111518","Kurisu Omakase at Ichiban Sushi","SW9 8PY","Kurisu Omakase at Ichiban Sushi, London: ‘It is both dinner and theatre’ – restaurant review<br>https://www.theguardian.com/food/2021/aug/22/kurisu-omakase-at-ichiban-sushi-london-it-is-both-dinner-and-theatre-restaurant-review"
"The Polo Lounge at the Dorchester Hotel: ‘Dismal food at inexplicable prices’ - restaurant review","51.507404,-0.152495","53 Park Lane","W1K 1QA","The Polo Lounge at the Dorchester Hotel: ‘Dismal food at inexplicable prices’ - restaurant review<br>https://www.theguardian.com/food/2021/aug/15/the-polo-lounge-at-the-dorchester-hotel-dismal-food-at-eye-popping-prices-restaurant-review"
"Burnt Orange, Brighton: ‘Delivers on its smoky promise’ – restaurant review","50.821362,-0.142961","Burnt Orange","BN1 1AL","Burnt Orange, Brighton: ‘Delivers on its smoky promise’ – restaurant review<br>https://www.theguardian.com/food/2021/aug/08/jay-rayner-restaurant-review-burnt-orange-in-brighton-delivers-on-its-smoky-promise"
"The Bradley Hare, Wiltshire: ‘The meat is impeccable’: restaurant review","51.148931,-2.285338","The Bradley Hare","BA12 7HW","The Bradley Hare, Wiltshire: ‘The meat is impeccable’: restaurant review<br>https://www.theguardian.com/food/2021/aug/01/jay-rayner-restaurant-review-the-bradley-hare-wiltshire-the-meat-is-impeccable"
"Sonny Stores, Bristol: ‘They get things absolutely right’ – restaurant review","51.443852,-2.610313","Sonny Stores","BS3 1QS","Sonny Stores, Bristol: ‘They get things absolutely right’ – restaurant review<br>https://www.theguardian.com/food/2021/jul/25/jay-rayner-restaurant-review-sonny-stores-bristol-they-get-things-absolutely-right"
"The Double Red Duke, Oxfordshire: ‘It’s a class act’ – restaurant review","51.716659,-1.589473","The Double Red Duke","OX18 2RB","The Double Red Duke, Oxfordshire: ‘It’s a class act’ – restaurant review<br>https://www.theguardian.com/food/2021/jul/18/jay-rayner-restaurant-review-the-double-red-duke-oxfordshire-it-is-a-class-act"
"Pho Cue, Manchester: ‘Everything it should be’ – restaurant review","53.478211,-2.240405","Pho Cue","M1 4FH","Pho Cue, Manchester: ‘Everything it should be’ – restaurant review<br>https://www.theguardian.com/food/2021/jul/11/jay-rayner-restaurant-review-pho-cue-manchester-a-vivacious-vietnamese-tribute"
"Humble Chicken, London: ‘It’s a huge amount of fun’ – restaurant review","51.513885,-0.131912","Humble Chicken","W1D 4SJ","Humble Chicken, London: ‘It’s a huge amount of fun’ – restaurant review<br>https://www.theguardian.com/food/2021/jul/04/jay-rayner-restaurant-review-humble-chicken-london-it-is-a-huge-amount-of-fun"
"Sussex Bar & Restaurant, London: ‘There’s an awful lot to like about it’ – restaurant review","51.514359,-0.132267","Sussex Bar & Restaurant","W1D 3JW","Sussex Bar & Restaurant, London: ‘There’s an awful lot to like about it’ – restaurant review<br>https://www.theguardian.com/food/2021/jun/27/jay-rayner-restaurant-review-theres-an-awful-lot-to-like-about-the-sussex-in-london"
"Imad’s Syrian Kitchen, London: ‘Represents all the good things’ – restaurant review","51.512458,-0.138704","Imad’s Syrian","W1B 5PW","Imad’s Syrian Kitchen, London: ‘Represents all the good things’ – restaurant review<br>https://www.theguardian.com/food/2021/jun/20/jay-rayner-restaurant-review-imads-syrian-kitchen-represents-all-the-good-things"
"Casa Madeira, London: ‘I love the Portuguese repertoire’ – restaurant review","51.489218,-0.122726","Casa Madeira","SE1 7TL","Casa Madeira, London: ‘I love the Portuguese repertoire’ – restaurant review<br>https://www.theguardian.com/food/2021/may/23/jay-rayner-restaurant-review-casa-madeira-london-i-love-the-portuguese-repertoire"
"Only Food and Courses, London: ‘Deserves to be taken seriously’ – restaurant review","51.46332,-0.111692","Only Food and Courses","SW9 8PQ","Only Food and Courses, London: ‘Deserves to be taken seriously’ – restaurant review<br>https://www.theguardian.com/food/2021/may/16/only-food-and-courses-london-deserves-to-be-taken-seriously-restaurant-review"
"Mr Ji: ‘Bright lights and sparkly thrills in the heart of Soho’ – restaurant review","51.512653,-0.132985","Mr Ji","W1D 4UN","Mr Ji: ‘Bright lights and sparkly thrills in the heart of Soho’ – restaurant review<br>https://www.theguardian.com/food/2021/may/09/mr-ji-bright-lights-and-sparkly-thrills-in-the-heart-of-soho-restaurant-review"
"Bentley’s Oyster Bar & Grill, London: ‘The kind of place I daydreamed about’ – restaurant review","51.5095,-0.137769","Bentley’s Oyster Bar & Grill","W1B 4DG","Bentley’s Oyster Bar & Grill, London: ‘The kind of place I daydreamed about’ – restaurant review<br>https://www.theguardian.com/food/2021/may/02/jay-rayner-on-restaurants-bentleys-oyster-bar-i-dreamt-about-this-in-lockdown"
"Brat at Climpson’s Arch, London: ‘I love the rackety, freestyle vibe’: restaurant review","51.539435,-0.058794","Brat at Climpson’s Arch","E8 3SB","Brat at Climpson’s Arch, London: ‘I love the rackety, freestyle vibe’: restaurant review<br>https://www.theguardian.com/food/2021/apr/25/jay-rayner-restaurant-review-i-love-the-freestyle-vibe-at-brat-at-climpsons-arch"
"The Garden at Corinthia, London: ‘The food is good, the pricing brutal’ – restaurant review","51.506253,-0.125307","The Garden at Corinthia","SW1A 2BD","The Garden at Corinthia, London: ‘The food is good, the pricing brutal’ – restaurant review<br>https://www.theguardian.com/food/2021/jan/10/the-garden-at-corinthia-london-the-food-is-good-the-pricing-brutal-restaurant-review"
"Heddon Yokocho: ‘A deeper dive into ramen culture’ – restaurant review","51.511055,-0.139421","8 Heddon Street","W1B 4BU","Heddon Yokocho: ‘A deeper dive into ramen culture’ – restaurant review<br>https://www.theguardian.com/food/2020/dec/20/jay-rayner-restaurant-review-heddon-yokocho-ramen-london"
"The Tramshed Project, London: ‘It's so now’: restaurant review","51.525854,-0.081631","The Tramshed Project","EC2A 3LX","The Tramshed Project, London: ‘It's so now’: restaurant review<br>https://www.theguardian.com/food/2020/nov/22/jay-rayner-restaurant-review-tramshed-project-london-it-is-so-now"
"Chishuru, London: ‘Show it some love’ – restaurant review","51.462025,-0.113289","Chishuru","SW9 8LB","Chishuru, London: ‘Show it some love’ – restaurant review<br>https://www.theguardian.com/food/2020/nov/15/jay-rayner-restaurant-review-chisury-brixton-show-this-new-west-african-some-love"
"Townsend, London: ‘A place to keep the world at bay’ – restaurant review","51.51601,-0.070426","Townsend at the Whitechapel Gallery","E1 7QX","Townsend, London: ‘A place to keep the world at bay’ – restaurant review<br>https://www.theguardian.com/food/2020/nov/01/jay-rayner-restaurants-townsend-in-whitechapel-will-take-your-mind-off-things"
"Land, Birmingham: ‘Vegan cookery to file under thrilling’ – restaurant review","52.481901,-1.897143","Land","B2 5HU","Land, Birmingham: ‘Vegan cookery to file under thrilling’ – restaurant review<br>https://www.theguardian.com/food/2020/oct/25/jay-rayner-restaurant-review-land-in-birmingham-serves-thrilling-vegan-food"
"JAE at Untitled, London: ‘Seriously punchy Korean cooking’ – restaurant review","51.545214,-0.075509","JAE at Untitled","E8 4AH","JAE at Untitled, London: ‘Seriously punchy Korean cooking’ – restaurant review<br>https://www.theguardian.com/food/2020/oct/18/jay-rayner-restaurant-review-jae-at-untitled-london-seriously-punchy-korean-cooking"
"The Windmill, London: ‘You’ll be rewarded with terrific pie’ – restaurant review","51.512387,-0.142292","The Windmill","W1S 2AZ","The Windmill, London: ‘You’ll be rewarded with terrific pie’ – restaurant review<br>https://www.theguardian.com/food/2020/oct/11/the-windmill-london-you-will-be-rewarded-with-terrific-pie-restaurant-review"
"Wen’s, Leeds: ‘Dumplings in gossamer skins’ – restaurant review","53.801723,-1.537792","Wen’s","LS2 7PN","Wen’s, Leeds: ‘Dumplings in gossamer skins’ – restaurant review<br>https://www.theguardian.com/food/2020/sep/27/jay-rayner-restaurant-review-dumplings-in-gossamer-skins"
"Lyon’s Seafood and Wine Bar, London: ‘An intriguing thing’ – restaurant review","51.58071,-0.125033","Lyon’s Seafood and Wine Bar","N8 8TE","Lyon’s Seafood and Wine Bar, London: ‘An intriguing thing’ – restaurant review<br>https://www.theguardian.com/food/2020/sep/20/jay-rayner-restaurant-review-lyons-seafood-and-wine-bar-london-an-intriguing-thing"
"Delhi House Cafe, Manchester: ‘There is a lot to enjoy here’ – restaurant review","53.48503,-2.243007","Delhi House Cafe","M4 3TR","Delhi House Cafe, Manchester: ‘There is a lot to enjoy here’ – restaurant review<br>https://www.theguardian.com/food/2020/sep/13/jay-rayner-restaurant-review-delhi-house-cafe-manchester-there-is-a-lot-to-enjoy"
"Smokestak, London: ‘one glorious, considered pose’ – restaurant review","51.523696,-0.073419","Smokestak","E1 6LB","Smokestak, London: ‘one glorious, considered pose’ – restaurant review<br>https://www.theguardian.com/food/2020/sep/06/jay-rayner-restaurant-review-smokestak-london-one-glorious-considered-pose"
"The Royal, St Leonards: ‘Extremely encouraging’ – restaurant review","50.85545,0.562341","The Royal","TN37 6HP","The Royal, St Leonards: ‘Extremely encouraging’ – restaurant review<br>https://www.theguardian.com/food/2020/aug/30/jay-rayner-the-royal-st-leonards-extremely-encouraging-restaurant-review"
"Lahpet, London: ‘Dishes that demand your attention’ – restaurant review","51.52392,-0.073464","Lahpet","E1 6JW","Lahpet, London: ‘Dishes that demand your attention’ – restaurant review<br>https://www.theguardian.com/food/2020/aug/23/jay-rayner-restaurant-review-lahpet-london-visit-for-superb-burmese-food"
"Turnips, London: ‘A clever response to challenging times’ – restaurant review","51.50548,-0.090756","Turnips","SE1 9AH","Turnips, London: ‘A clever response to challenging times’ – restaurant review<br>https://www.theguardian.com/food/2020/aug/16/turnips-london-a-clever-response-to-challenging-times-restaurant-review"
"Kolamba, London: ‘A lovely dinner in a calming space’ – restaurant review","51.513018,-0.139586","Kolamba","W1B 5QA","Kolamba, London: ‘A lovely dinner in a calming space’ – restaurant review<br>https://www.theguardian.com/food/2020/aug/09/jay-rayner-restaurant-review-kolamba-london-a-lovely-dinner-in-a-calming-space"
"Street Urchin, Manchester: ‘A place where good things happen’ – restaurant review","53.482915,-2.229777","Street Urchin","M4 5BG","Street Urchin, Manchester: ‘A place where good things happen’ – restaurant review<br>https://www.theguardian.com/food/2020/aug/02/street-urchin-manchester-a-place-where-good-things-happen-restaurant-review"
"Waterside Bistro, Shipley: ‘a much missed old friend’ – restaurant review","53.835483,-1.776728","Waterside Bistro and Bar","BD17 7DW","Waterside Bistro, Shipley: ‘a much missed old friend’ – restaurant review<br>https://www.theguardian.com/food/2020/jul/26/waterside-bistro-shipley-a-much-missed-old-friend-jay-rayner-restaurant-review"
"At last, going out for lunch, in a French place really worth the wait","51.499677,-0.079461","Pique-Nique","SE1 3LD","At last, going out for lunch, in a French place really worth the wait<br>https://www.theguardian.com/food/2020/jul/19/at-last-going-out-for-lunch-at-picque-nique-a-french-place-really-worth-the-wait"
"Flying Frenchman La Canteen, London: 'Order his food if you live nearby' – restaurant review","51.552417,-0.085546","Flying Frenchman La Canteen","N16 9PS","Flying Frenchman La Canteen, London: 'Order his food if you live nearby' – restaurant review<br>https://www.theguardian.com/food/2020/apr/05/flying-frenchman-la-canteen-london-order-his-food-if-you-live-nearby-restaurant-review"
"Farmyard, Norwich: ‘For the most part, it works’ – restaurant review","52.631076,1.289275","Farmyard","NR2 4PF","Farmyard, Norwich: ‘For the most part, it works’ – restaurant review<br>https://www.theguardian.com/food/2020/mar/22/farmyard-norwich-for-the-most-part-it-works-restaurant-review"
"Your Mum’s Kitchen, London: ‘Sweet and beguiling’ – restaurant review","51.545773,-0.179397","Your Mum’s Kitchen","NW6 3HX","Your Mum’s Kitchen, London: ‘Sweet and beguiling’ – restaurant review<br>https://www.theguardian.com/food/2020/mar/08/your-mums-kitchen-london-sweet-beguiling-korean-home-cooking-restaurant-review"
"‘Davies and Brook, London: 'Some show-stopping dishes'","51.512426,-0.147637","Davies and Brook","W1K 4HR","‘Davies and Brook, London: 'Some show-stopping dishes'<br>https://www.theguardian.com/food/2020/mar/01/davies-and-brook-london-some-show-stopping-dishes-restaurant-review"
"Four Seasons, London: ‘An act of solidarity that also gets me roast duck’ – restaurant review","51.511965,-0.131025","Four Seasons","W1D 5PR","Four Seasons, London: ‘An act of solidarity that also gets me roast duck’ – restaurant review<br>https://www.theguardian.com/food/2020/feb/23/four-seasons-london-an-act-of-solidarity-that-also-gets-me-roast-duck"
"The Gallivant, Camber: ‘Unfussy and extremely satisfying cooking’ – restaurant review","50.937074,0.786715","The Gallivant","TN31 7RB","The Gallivant, Camber: ‘Unfussy and extremely satisfying cooking’ – restaurant review<br>https://www.theguardian.com/food/2020/feb/16/the-gallivant-camber-unfussy-and-extremely-satisfying-food-restaurant-review-jay-rayner"
"The Yard by Robin Gill, London: ‘Unappealing, ill-conceived, overpriced’ – restaurant review","51.506477,-0.126364","The Yard by Robin Gill","SW1A 2HN","The Yard by Robin Gill, London: ‘Unappealing, ill-conceived, overpriced’ – restaurant review<br>https://www.theguardian.com/food/2020/feb/02/the-yard-by-robin-gill-london-unappealing-ill-conceived-overpriced-restaurant-review"
"Merienda, Edinburgh: ‘Good in parts’ – restaurant review","55.957289,-3.207566","Merienda","EH3 6TP","Merienda, Edinburgh: ‘Good in parts’ – restaurant review<br>https://www.theguardian.com/food/2020/jan/19/mereienda-edinburgh-good-in-parts-restaurant-review"
"Bistro 46, Newcastle: ‘A small restaurant with heart’ – review","54.991936,-1.609179","Bistro 46","NE2 3DH","Bistro 46, Newcastle: ‘A small restaurant with heart’ – review<br>https://www.theguardian.com/food/2020/jan/12/bistro-46-newcastle-a-small-restaurant-with-heart-game"
"The Lookout, Edinburgh: ‘High altitude dining – and prices – but worth it’","55.95431,-3.185341","The Lookout","EH7 5AA","The Lookout, Edinburgh: ‘High altitude dining – and prices – but worth it’<br>https://www.theguardian.com/food/2020/jan/05/the-lookout-edinburgh-high-altitude-dining-and-prices-but-worth-it-jay-rayner"
"Bubala, London: ‘Exuberantly vegetarian’ – restaurant review","51.517646,-0.074078","Bubala","E1 6BD","Bubala, London: ‘Exuberantly vegetarian’ – restaurant review<br>https://www.theguardian.com/food/2019/dec/29/bubala-london-exuberantly-vegetarian-restaurant-review"
"Persian Cottage, Middlesbrough: ‘A happy choice, a polished gem’ – restaurant review","54.561496,-1.243659","Persian Cottage","TS5 6JQ","Persian Cottage, Middlesbrough: ‘A happy choice, a polished gem’ – restaurant review<br>https://www.theguardian.com/food/2019/dec/22/jay-rayner-persian-cottage-middlesbrough-rice-kebab-grill-lamb-charcoal-aubergine-hummus"
"'It's a focus for the community': Stormzy takes Jay Rayner to his favourite cafe","51.395318,-0.068151","Bluejay Café","SE25 4PP","'It's a focus for the community': Stormzy takes Jay Rayner to his favourite cafe<br>https://www.theguardian.com/food/2019/dec/14/bluejay-cafe-london-norwood-stormzy-jerk-chicken-curry-goat-oxtail-caribbean-food"
"The Creameries, Manchester: ‘Seriously good, thoughtful food’ – restaurant review","53.442721,-2.271837","The Creameries","M21 0SD","The Creameries, Manchester: ‘Seriously good, thoughtful food’ – restaurant review<br>https://www.theguardian.com/food/2019/dec/08/the-creameries-manchester-seriously-good-thoughtful-food-restaurant-review-jay-rayner"
"The Leaping Hare, Suffolk: ‘One of the good ones’ - restaurant review","52.308718,0.878789","The Leaping Hare","IP31 2DW","The Leaping Hare, Suffolk: ‘One of the good ones’ - restaurant review<br>https://www.theguardian.com/food/2019/dec/01/the-leaping-hare-suffolk-it-doesnt-put-a-foot-wrong-restaurant-review"
"Miller & Carter, Liverpool: ‘So how are the steaks? Good’ – restaurant review","53.401195,-2.991829","Miller & Carter","L3 4AF","Miller & Carter, Liverpool: ‘So how are the steaks? Good’ – restaurant review<br>https://www.theguardian.com/food/2019/nov/24/miller-and-carter-liverpool-the-steaks-are-good-restaurant-review"
"Live Seafood, Manchester: ‘A parade of the best and freshest Chinese dishes’ – restaurant review","53.475026,-2.208507","Live Seafood","M11 3WU","Live Seafood, Manchester: ‘A parade of the best and freshest Chinese dishes’ – restaurant review<br>https://www.theguardian.com/food/2019/nov/17/live-seafood-manchester-a-parade-of-the-best-and-freshest-chinese-dishes-restaurant-review"
"Norma, London: ‘A place of joy’ – restaurant review","51.518351,-0.134356","Norma","W1T 2LS","Norma, London: ‘A place of joy’ – restaurant review<br>https://www.theguardian.com/food/2019/nov/10/norma-london-a-place-of-joy-restaurant-review"
"Mikaku, Glasgow: ‘So much more than the sum of its parts’ – restaurant review","55.858642,-4.252657","Mikaku","G1 3EF","Mikaku, Glasgow: ‘So much more than the sum of its parts’ – restaurant review<br>https://www.theguardian.com/food/2019/nov/03/mikaku-glasgow-restaurant-review-so-much-more-than-the-sum-of-its-parts"
"Marmo, Bristol: ‘It just makes me happy’ – restaurant review","51.453555,-2.594309","Marmo","BS1 1RG","Marmo, Bristol: ‘It just makes me happy’ – restaurant review<br>https://www.theguardian.com/food/2019/oct/27/marmo-bristol-it-just-makes-me-happy-restaurant-review"
"Flor, Borough Market, London: ‘I feel like I’ve been at a tasting session’ – restaurant review","51.505476,-0.089963","Flor","SE1 9AL","Flor, Borough Market, London: ‘I feel like I’ve been at a tasting session’ – restaurant review<br>https://www.theguardian.com/food/2019/oct/20/flor-borough-market-london-i-feel-like-ive-been-at-a-tasting-session-restaurant-review"
"The Flint House, Brighton: ‘It’s all about satisfying dishes’ – restaurant review","50.82217,-0.14009","The Flint House","BN1 1GS","The Flint House, Brighton: ‘It’s all about satisfying dishes’ – restaurant review<br>https://www.theguardian.com/food/2019/oct/13/the-flint-house-brighton-its-about-satisfying-dishes-restaurant-review"
"The Humble Bee Café, London: ‘A meal in a very happy place’ – restaurant review","51.517136,-0.042863","The Humble Bee Café. Stepney City Farm","E1 3DG","The Humble Bee Café, London: ‘A meal in a very happy place’ – restaurant review<br>https://www.theguardian.com/food/2019/sep/29/the-humble-bee-cafe-stepney-city-farm-london-a-meal-in-a-very-happy-place-restaurant-review"
"Lagom at Hackney Church Brew Co: ‘Dishes throbbing with flavour’ – restaurant review","51.547321,-0.053339","Lagom at Hackney Church Brew Co","E8 1DU","Lagom at Hackney Church Brew Co: ‘Dishes throbbing with flavour’ – restaurant review<br>https://www.theguardian.com/food/2019/sep/22/lagom-at-hackney-church-brew-co-dishes-throbbing-with-flavour-restaurant-review"
"OKN1, London: ‘These students are our future’ – restaurant review","51.528774,-0.079807","OKN1","N1 6LR","OKN1, London: ‘These students are our future’ – restaurant review<br>https://www.theguardian.com/food/2019/sep/15/okn1-london-these-students-are-our-future-restaurant-review"
"Wun’s Tea Room and Bar, London: ‘I need this in my life‘– restaurant review","51.513683,-0.130508","Wun’s Tea Room and Bar 23 Greek Street","W1D 4DZ","Wun’s Tea Room and Bar, London: ‘I need this in my life‘– restaurant review<br>https://www.theguardian.com/food/2019/sep/08/wuns-tea-room-and-bar-london-i-need-this-in-my-life-restaurant-review"
"Kala, Manchester: ‘Quietly feeds you well’ – restaurant review","53.481135,-2.243661","Kala","M2 4LQ","Kala, Manchester: ‘Quietly feeds you well’ – restaurant review<br>https://www.theguardian.com/food/2019/sep/01/kala-manchester-quietly-feeds-you-well-restaurant-review-jay-rayner"
"Nandine, London: ‘Nourishes the soul’ – restaurant review","51.474062,-0.089681","Nandine","SE5 8TR","Nandine, London: ‘Nourishes the soul’ – restaurant review<br>https://www.theguardian.com/food/2019/aug/11/nandine-london-nourishes-the-soul-restaurant-review"
"Bob’s Lobster, London: ‘Big on flavours and huge on joy’ – restaurant review","51.50462,-0.085867","Bob’s Lobster","SE1 3QX","Bob’s Lobster, London: ‘Big on flavours and huge on joy’ – restaurant review<br>https://www.theguardian.com/food/2019/aug/04/bobs-lobster-london-big-on-flavours-and-huge-on-joy-restaurant-review"
"Heritage, London: Everything is high altitude at this Alpine restaurant, including the prices","51.510927,-0.132465","Heritage","W1D 6DF","Heritage, London: Everything is high altitude at this Alpine restaurant, including the prices<br>https://www.theguardian.com/food/2019/jul/28/heritage-london-everything-is-high-altitude-at-this-alpine-restaurant-including-the-prices"
"Martha’s, London: ‘Nearly very special’ – restaurant review","51.51277,-0.132995","Martha’s","W1D 4JG","Martha’s, London: ‘Nearly very special’ – restaurant review<br>https://www.theguardian.com/food/2019/jul/21/marthas-london-nearly-very-special-restaurant-review"
"Black Axe Mangal, London: ‘Come and let the food rattle your eyeballs’","51.545906,-0.10196","Black Axe Mangal","N1 2UP","Black Axe Mangal, London: ‘Come and let the food rattle your eyeballs’<br>https://www.theguardian.com/food/2019/jul/14/jay-rayner-restaurant-review-black-axe-mangal-lee-tiernan-turkish-british-bone-marrow-st-john-legacy"
